<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 1981010100 to 1981123123</B><hr><pre>Selected parameters:
 1 Day
 2 Hour
 3 Minute
 4 ID for IMF spacecraft
 5 ID for SW Plasma spacecraft
 6 # of points in IMF averages 
 7 # of points in Plasma averages
 8 Percent of Interpolation
 9 Timeshift
10 RMS, Timeshift
11 RMS Min_var
12 Time btwn observations,sec
13 Field magnitude average, nT
14 BX, nT (GSE, GSM)
15 BY, nT (GSE)
16 BZ, nT (GSE)
17 BY, nT (GSM)
18 BZ, nT (GSM)
19 RMS SD B scalar, nT
20 RMS SD field vector, nT
21 Speed, km/s
22 Vx Velocity,km/s
23 Vy Velocity, km/s
24 Vz Velocity, km/s
25 Proton Density, n/cc
26 Proton Temperature, K
27 Flow pressure, nPa
28 Electric field, mV/m 
29 Plasma beta
30 Alfven mach number
31 S/C, Xgse,Re
32 S/C, Ygse,Re
33 S/c, Zgse,Re
34 BSN location, Xgse,Re
35 BSN location, Ygse,Re
36 BSN location, Zgse,Re
37 AE-index, nT

YYYY DOY HR MN  1   2  3  4  5  6   7   8      9     10    11     12      13      14      15      16      17      18      19      20      21      22      23      24     25       26    27     28     29    30      31      32      33      34      35      36    37 
1981  38  8 39  38  8 39 50 50  11   1  45    265     48  0.09     95   11.34   -6.79   -7.17    5.34   -7.85    4.27    0.03    1.40   491.1  -490.9   -12.0     8.6   3.67   33277.  1.77  -2.10   0.19   4.1   21.00  -28.48  -19.17   13.97   -0.50   -0.23    65
1981  38  8 54  38  8 54 50 50  10   1   0   -102     21  0.03    121   11.36   -6.49   -6.74    6.24   -7.52    5.27    0.04    1.21   484.1  -483.8   -16.1    -2.5   3.51   30374.  1.65  -2.55   0.18   4.0   21.16  -28.31  -19.23   14.21   -0.41    0.06    83
1981  38  8 55  38  8 55 50 50   7   1   0   -142      4  0.01     99   11.48   -6.33   -8.03    3.78   -8.47    2.66    0.08    2.84   484.1  -483.8   -16.1    -2.5   3.51   30374.  1.65  -1.29   0.18   4.0   21.16  -28.31  -19.23   14.13   -0.24    0.18    79
1981  38  8 57  38  8 57 50 50   4   1   0   -158      2  0.01     64   11.35   -7.94   -4.05    6.81   -4.92    6.21    0.03    1.30   481.3  -477.6   -52.7   -27.7   3.84   41582.  1.78  -2.99   0.21   4.2   21.18  -28.29  -19.24   13.96    0.54    0.72    76
1981  38  8 58  38  8 58 50 50   4   1   0   -156      1  0.01     57   11.48   -7.78   -3.41    7.59   -4.39    7.07    0.04    1.07   481.3  -477.6   -52.7   -27.7   3.84   41582.  1.78  -3.40   0.21   4.1   21.18  -28.29  -19.24   13.93    0.60    0.68    68
1981  38  9  4  38  9  4 50 50   2   1 100    -10      3  0.01     24   11.55   -8.74   -3.56    6.64   -4.40    6.12    0.00    0.19   469.8  -468.4   -36.0     1.6   4.33   58869.  1.91  -2.88   0.25   4.2   21.21  -28.26  -19.25   13.75    0.19   -0.04    60
1981  38  9  5  38  9  5 50 50   2   1 100     25     11  0.02     24   11.54   -8.17   -2.78    7.65   -3.76    7.22    0.00    0.16   469.8  -468.4   -36.0     1.6   4.33   58869.  1.91  -3.39   0.25   4.2   21.21  -28.26  -19.25   13.68    0.25    0.05    58
1981  38  9  6  38  9  6 50 50   2   1 100     60      5  0.01     25   11.55   -8.62   -2.80    7.10   -3.70    6.67    0.01    0.10   471.3  -469.3   -42.7    -6.6   4.66   62726.  2.07  -3.14   0.28   4.4   21.22  -28.25  -19.26   13.58    0.32    0.13    61
1981  38  9  7  38  9  7 50 50   2   1 100     98     11  0.01     21   11.51   -8.47   -3.37    7.00   -4.25    6.50    0.01    0.25   471.3  -469.3   -42.7    -6.6   4.66   62726.  2.07  -3.06   0.28   4.4   21.22  -28.25  -19.26   13.55    0.34    0.18    63
1981  38  9 13  38  9 13 50 50   1   1 100    317      0  0.00     25   11.51   -8.35   -5.06    6.04   -5.79    5.34    0.00    0.00   476.6  -476.0   -24.1    -1.7   3.84   46797.  1.74  -2.55   0.21   4.1   21.23  -28.24  -19.26   14.01   -0.15    0.05    60
1981  38  9 14  38  9 14 50 50   2   1 100    353     13  0.01     23   11.52   -8.67   -5.10    5.58   -5.77    4.88    0.01    0.41   476.6  -476.0   -24.1    -1.7   3.84   46797.  1.74  -2.33   0.21   4.1   21.23  -28.24  -19.26   13.85   -0.16    0.12    62
1981  38  9 16  38  9 16 50 50   2   1 100    429      5  0.01     29   11.48   -8.21   -5.03    6.24   -5.78    5.55    0.00    0.13   470.7  -470.0   -24.6    -9.9   4.66   47564.  2.06  -2.61   0.26   4.4   21.24  -28.23  -19.26   13.55   -0.15    0.27    58
1981  38  9 17  38  9 17 50 50   2   1 100    469     12  0.01     20   11.51   -7.76   -4.86    6.96   -5.70    6.29    0.01    0.24   470.7  -470.0   -24.6    -9.9   4.66   47564.  2.06  -2.96   0.26   4.4   21.24  -28.23  -19.26   13.61   -0.09    0.35    58
1981  38  9 19  38  9 19 50 50   2   1   0    537      6  0.01     28   11.51   -8.35   -4.75    6.16   -5.49    5.51    0.03    1.15   483.6  -482.4   -30.3   -16.9   4.01   31329.  1.88  -2.66   0.20   4.2   21.25  -28.22  -19.26   13.79    0.01    0.46    65
1981  38  9 30  38  9 30 50 50   2   1 100    656      9  0.02     68   11.48   -9.54   -5.89    2.43   -6.14    1.69    0.01    0.11   465.2  -463.9   -17.0    30.0   3.92   68937.  1.70  -0.79   0.24   4.0   21.31  -28.16  -19.29   13.97   -0.40   -0.95    59
1981  38  9 32  38  9 32 50 50   2   1 100    720      8  0.01     28   11.47   -9.72   -5.82    1.76   -5.99    1.04    0.00    0.05   463.1  -461.3   -14.5    37.9   4.09   77296.  1.75  -0.48   0.27   4.1   21.31  -28.15  -19.29   13.86   -0.45   -1.15    68
1981  38 10 44  38 10 44 50 50   4   1   0    692      1  0.03     18   11.57   -9.12   -6.97   -0.24   -6.90   -1.02    0.02    0.73   461.5  -454.8     0.8    78.6   4.50   89090.  1.92   0.47   0.30   4.2   21.81  -27.61  -19.47   13.54   -0.92   -2.27    58
1981  38 12 20  38 12 20 50 50   4   1 100    574      3  0.01     41   11.87   -9.65   -5.37    3.58   -5.79    2.86    0.04    1.52   454.7  -449.1    14.9    69.6   3.64  133980.  1.51  -1.30   0.28   3.7   22.45  -26.87  -19.69   14.23   -1.45   -2.09    57
1981  38 12 24  38 12 24 50 50   2   1  50    556      6  0.00     17   11.82   -8.43   -3.74    7.22   -4.65    6.67    0.05    0.85   489.1  -488.8    -6.0   -17.1   3.34   25501.  1.60  -3.26   0.15   3.8   22.48  -26.84  -19.70   14.34   -0.62    0.43    38
1981  38 12 26  38 12 26 50 50  15   3 100    539     59  0.03    111   11.80   -8.13   -3.48    7.09   -4.38    6.57    0.07    2.81   475.9  -475.4    -7.4    11.5   3.51   52071.  1.59  -3.13   0.19   3.8   22.50  -26.82  -19.70   14.30   -0.58   -0.34    55
1981  38 12 27  38 12 27 50 50  10   1 100    448     18  0.02    150   11.88   -7.92   -4.82    7.32   -5.74    6.62    0.03    0.80   451.4  -450.8   -18.1    13.4   4.35  100879.  1.77  -2.99   0.29   4.0   22.49  -26.82  -19.70   14.56   -0.86   -0.17    55
1981  38 12 29  38 12 29 50 50   7   1 100    381      6  0.01     92   11.88   -8.10   -4.36    7.40   -5.30    6.76    0.02    1.13   485.1  -485.0    -6.8    -8.5   3.09   25501.  1.45  -3.28   0.14   3.6   22.53  -26.78  -19.72   14.68   -0.71    0.16    60
1981  38 12 30  38 12 30 50 50   8   1 100    358     13  0.01     82   11.89   -7.47   -4.91    7.80   -5.90    7.08    0.03    0.51   482.1  -481.9    -5.0    14.3   3.34   30059.  1.55  -3.41   0.16   3.7   22.54  -26.77  -19.72   14.49   -0.77   -0.24    55
1981  38 12 31  38 12 31 50 50   8   1 100    302     14  0.02    116   11.90   -7.19   -4.78    8.07   -5.81    7.36    0.03    0.85   489.3  -489.0     1.7   -17.1   3.34   24629.  1.60  -3.60   0.15   3.8   22.56  -26.75  -19.73   14.41   -0.89    0.29    55
1981  38 12 32  38 12 32 50 50   6   1 100    288      2  0.01     74   11.87   -7.86   -4.72    7.39   -5.66    6.70    0.04    1.09   473.9  -473.6     5.8    14.9   3.84   46035.  1.72  -3.18   0.20   3.9   22.56  -26.74  -19.73   14.16   -1.04   -0.21    56
1981  38 12 33  38 12 33 50 50   9   2 100    254     13  0.02     93   11.89   -8.03   -5.38    6.80   -6.24    6.02    0.06    0.97   469.6  -469.1    16.5    14.7   3.81   59214.  1.68  -2.83   0.21   3.9   22.57  -26.73  -19.73   14.22   -1.37   -0.44    56
1981  38 12 34  38 12 34 50 50   4   2 100    237      2  0.01     76   11.92   -8.81   -4.46    6.63   -5.31    5.97    0.04    0.57   466.5  -466.0    10.3    16.0   3.56   66418.  1.55  -2.79   0.20   3.7   22.58  -26.72  -19.74   14.41   -1.15   -0.51    53
1981  38 12 35  38 12 35 50 50   9   1 100    212     17  0.02     85   11.89   -7.97   -3.59    7.98   -4.63    7.43    0.05    0.91   452.1  -451.7    -3.9    18.1   3.92   90640.  1.60  -3.36   0.25   3.8   22.58  -26.71  -19.74   14.40   -0.81   -0.37    50
1981  38 12 36  38 12 36 50 50  10   1 100    151     15  0.02    120   11.93   -8.06   -5.19    7.06   -6.09    6.30    0.04    0.61   489.8  -489.7    -4.3   -10.3   3.42   46797.  1.64  -3.09   0.18   3.8   22.60  -26.68  -19.75   14.33   -0.77    0.07    43
1981  38 12 37  38 12 37 50 50   7   2 100    112      5  0.01     99   11.98   -7.48   -5.24    7.67   -6.23    6.89    0.03    0.82   486.7  -486.6    -0.9     3.6   3.24   35051.  1.53  -3.35   0.15   3.7   22.61  -26.67  -19.75   14.55   -0.86   -0.10    44
1981  38 12 38  38 12 38 50 50   7   1 100     86      9  0.01     85   11.95   -9.51   -5.28    4.68   -5.86    3.92    0.03    1.17   484.3  -484.1     1.7    14.4   3.09   25501.  1.45  -1.90   0.14   3.6   22.61  -26.67  -19.75   14.63   -0.95   -0.44    49
1981  38 12 53  38 12 53 50 50   9   3  89    -86      7  0.01     95   11.95   -9.47   -3.27    6.42   -4.15    5.89    0.03    0.82   451.6  -451.2    -5.8    15.1   3.84   87996.  1.57  -2.66   0.24   3.7   22.73  -26.53  -19.78   14.30   -0.67   -0.62    38
1981  38 12 54  38 12 54 50 50   5   2  40   -115      8  0.01     89   11.98  -10.02   -2.75    5.90   -3.56    5.45    0.05    0.53   441.5  -441.1   -10.9    13.3   4.12  108864.  1.61  -2.41   0.28   3.7   22.74  -26.52  -19.79   14.38   -0.61   -0.50    45
1981  38 13  6  38 13  6 50 50   2   1 100    200      7  0.01     30   11.96   -9.58   -3.98    5.67   -4.77    5.02    0.03    1.39   446.6  -446.1    -6.2    19.5   4.40  100392.  1.76  -2.24   0.29   3.9   22.79  -26.47  -19.81   14.10   -0.75   -0.61    51
1981  38 13 31  38 13 31 50 50   5   2   0    290     12  0.01     76   11.94   -8.34   -5.51    6.40   -6.47    5.43    0.05    1.04   469.0  -468.9     2.3     5.9   3.98   71440.  1.75  -2.55   0.23   3.9   22.93  -26.28  -19.85   14.09   -0.96   -0.09    34
1981  38 13 33  38 13 33 50 50   5   1   0    284     44  0.07     43   12.01   -7.61   -5.30    7.61   -6.46    6.65    0.05    0.30   489.2  -488.7    17.1   -14.5   3.76   41945.  1.80  -3.25   0.18   3.9   22.95  -26.26  -19.86   14.09   -1.23    0.42    43
1981  38 13 34  38 13 34 50 50   6   1   0    339     70  0.11      4   12.01   -7.38   -5.35    7.79   -6.54    6.82    0.04    0.36   489.2  -488.7    17.1   -14.5   3.76   41945.  1.80  -3.34   0.18   3.9   22.95  -26.26  -19.86   14.20   -1.12    0.43    47
1981  38 13 36  38 13 36 50 50   2   1 100    345      4  0.01     27   12.05   -7.04   -4.97    8.42   -6.28    7.50    0.00    0.05   489.3  -489.0     3.4   -17.1   3.42   31329.  1.64  -3.67   0.16   3.8   22.96  -26.25  -19.86   14.31   -0.95    0.47    50
1981  38 13 44  38 13 44 50 50   5   1 100    656      1  0.00     50   11.95   -8.48   -4.38    7.09   -5.51    6.25    0.01    0.97   468.2  -468.1   -10.6     0.8   4.25   73064.  1.86  -2.93   0.25   4.0   22.98  -26.23  -19.87   13.92   -0.58    0.03    87
1981  38 13 46  38 13 46 50 50   6   2 100    640      4  0.00     70   12.00   -8.15   -4.04    7.80   -5.30    7.01    0.03    0.22   476.7  -476.3   -10.8   -16.6   3.67   48726.  1.67  -3.34   0.19   3.8   22.99  -26.22  -19.87   14.19   -0.63    0.19    74
1981  38 13 47  38 13 47 50 50   4   1 100    634      2  0.00     66   11.99   -8.05   -3.71    8.05   -5.02    7.30    0.04    0.33   476.2  -476.0    -4.2    14.1   3.92   50291.  1.78  -3.48   0.20   3.9   23.00  -26.21  -19.87   14.08   -0.71   -0.10    67
1981  38 13 48  38 13 48 50 50   5   1 100    642      0  0.00     51   12.02   -8.57   -3.27    7.72   -4.54    7.05    0.02    0.72   476.2  -475.8    -9.1   -16.6   3.84   60143.  1.74  -3.36   0.21   3.9   23.01  -26.20  -19.87   14.18   -0.61    0.47    63
1981  38 13 49  38 13 49 50 50   6   1 100    642      3  0.00     60   12.02   -8.51   -4.21    7.35   -5.40    6.52    0.03    0.30   475.2  -474.8   -11.6   -16.6   3.51   53489.  1.59  -3.10   0.18   3.7   23.02  -26.18  -19.88   14.42   -0.60    0.49    66
1981  38 13 51  38 13 51 50 50   6   1 100    600      4  0.00     80   12.05   -8.04   -5.81    6.79   -6.89    5.69    0.06    0.42   476.8  -476.6     6.7   -12.5   3.34   49113.  1.52  -2.71   0.17   3.6   23.04  -26.16  -19.89   14.55   -1.06    0.40    74
1981  38 13 55  38 13 55 50 50   5   1 100    582      1  0.00     61   12.13   -8.63   -4.59    7.17   -5.77    6.26    0.04    0.38   468.9  -468.4    14.7   -16.4   3.17   55531.  1.39  -2.94   0.16   3.4   23.07  -26.13  -19.90   14.83   -1.39    0.51    59
1981  38 14  2  38 14  2 50 50   5   1 100    658      1  0.00     51   12.17   -9.02   -4.47    6.79   -5.61    5.88    0.03    0.62   465.2  -465.0   -12.2     4.1   3.76   70300.  1.63  -2.74   0.21   3.7   23.10  -26.09  -19.90   14.37   -0.57   -0.14    56
1981  38 14  9  38 14  9 50 50   5   1 100    597      2  0.00     67   12.37   -9.34   -5.22    6.15   -6.26    5.09    0.03    0.71   459.5  -459.1    11.2    14.4   3.26   65968.  1.38  -2.34   0.17   3.4   23.14  -26.03  -19.92   14.91   -1.31   -0.46    58
1981  38 14 12  38 14 12 50 50   5   1 100    586      0  0.00     62   12.41   -8.49   -5.02    7.53   -6.33    6.47    0.07    0.20   465.4  -465.0    12.2    14.6   3.09   58026.  1.34  -3.01   0.16   3.3   23.17  -26.00  -19.93   15.07   -1.36   -0.47    48
1981  38 14 24  38 14 24 50 50   4   1 100    582      4  0.00     54   12.41   -8.04   -5.56    7.63   -6.93    6.41    0.01    0.18   465.6  -465.2    13.8    14.6   2.83   56773.  1.23  -2.98   0.14   3.2   23.24  -25.91  -19.95   15.35   -1.38   -0.42    48
1981  38 14 27  38 14 27 50 50   6   2 100    619     24  0.00     56   12.42   -8.66   -4.61    7.58   -6.00    6.54    0.01    0.68   473.6  -473.1    17.8   -11.3   2.94   39577.  1.32  -3.10   0.13   3.3   23.26  -25.88  -19.96   14.89   -1.00    0.13    45
1981  38 14 28  38 14 28 50 50  10   2 100    589     33  0.00     90   12.45   -8.04   -5.39    7.77   -6.80    6.57    0.02    0.73   462.5  -462.4    -1.9    -7.3   3.41   63252.  1.46  -3.04   0.18   3.4   23.26  -25.88  -19.96   14.99   -1.29    0.22    41
1981  38 14 30  38 14 30 50 50   4   1 100    558      0  0.00     60   12.35   -7.93   -5.96    7.31   -7.28    5.99    0.02    0.15   473.5  -472.8    21.5    14.9   3.09   46035.  1.39  -2.84   0.15   3.4   23.29  -25.84  -19.97   14.94   -1.61   -0.35    42
1981  38 14 31  38 14 31 50 50   4   1 100    563      2  0.00     54   12.37   -7.37   -5.84    8.00   -7.31    6.69    0.02    0.44   473.5  -472.8    21.5    14.9   3.09   46035.  1.39  -3.17   0.15   3.4   23.29  -25.84  -19.97   14.92   -1.53   -0.36    44
1981  38 14 35  38 14 35 50 50   5   1 100    607      2  0.00     49   12.46   -7.62   -5.25    8.33   -6.81    7.11    0.02    0.31   481.3  -481.0    -2.5   -16.8   3.17   43045.  1.47  -3.42   0.15   3.4   23.31  -25.82  -19.97   14.81   -0.88    0.47    49
1981  38 14 43  38 14 43 50 50   2   1   0    716     12  0.01     19   12.31   -8.13   -4.25    8.20   -5.85    7.15    0.00    0.10   484.6  -484.2   -10.1   -16.9   3.09   24917.  1.45  -3.46   0.13   3.5   23.37  -25.75  -19.99   14.53   -0.64    0.51    47
1981  38 14 44  38 14 44 50 50   8   2  25    652     87  0.08    124   12.29   -8.24   -4.54    7.87   -6.07    6.76    0.03    0.60   483.7  -483.3   -10.1   -16.9   3.13   26356.  1.46  -3.27   0.13   3.5   23.37  -25.75  -19.99   14.71   -0.60    0.47    48
1981  38 14 45  38 14 45 50 50   9   1  11    717     59  0.06     -5   12.28   -8.19   -4.48    7.93   -6.03    6.83    0.03    0.66   475.2  -474.8    -9.9   -16.6   3.51   39429.  1.59  -3.25   0.16   3.6   23.35  -25.76  -19.98   14.64   -0.60    0.48    51
1981  38 14 46  38 14 46 50 50   3   1   0    718     38  0.05     59   12.28   -8.55   -4.81    7.27   -6.22    6.11    0.01    1.23   467.4  -467.1   -12.2    -9.8   3.25   66243.  1.42  -2.86   0.17   3.4   23.37  -25.74  -19.99   14.70   -0.59    0.46    55
1981  38 18 18  38 18 18 50 50   5   1 100    138      2  0.00 999999   12.45  -11.53   -0.90    4.59   -2.55    3.92    0.06    0.17   448.2  -448.0    -6.3    13.3   5.14  115544.  2.07  -1.76   0.34   4.1   24.72  -23.92  -20.38   13.54   -0.67   -0.38    46
1981  38 18 19  38 18 19 50 50   6   1 100    120      6  0.00     77   12.50  -11.58   -0.61    4.67   -2.31    4.10    0.05    0.16   448.2  -448.0    -6.3    13.3   5.14  115544.  2.07  -1.84   0.33   4.1   24.72  -23.92  -20.38   13.62   -0.66   -0.20    44
1981  38 18 20  38 18 20 50 50   6   1 100    101      3  0.01     78   12.46  -11.41   -0.63    4.94   -2.44    4.34    0.02    0.06   444.6  -444.4   -11.6    -6.2   5.28  115297.  2.09  -1.93   0.34   4.1   24.73  -23.90  -20.39   13.63   -0.57    0.12    44
1981  38 18 22  38 18 22 50 50   5   1 100    102      0  0.01     58   12.69  -11.74   -0.74    4.74   -2.47    4.11    0.09    0.17   432.7  -432.5   -13.6     4.5   5.51  141426.  2.06  -1.78   0.38   4.0   24.74  -23.89  -20.39   13.70   -0.52   -0.12    41
1981  39  4  8  39  4  8 50 50   5   1 100   -368      0  0.02     57   12.25   -9.64    3.34    6.66    0.75    7.41    0.09    0.62   420.4  -419.5    -2.2   -27.9   4.47  169308.  1.58  -3.12   0.37   3.6   27.84  -18.56  -21.00   14.68   -0.98    1.03    38
1981  39  4  9  39  4  9 50 50   5   1 100   -366      1  0.01     57   12.06   -9.40    4.22    6.19    1.75    7.28    0.05    0.19   421.2  -419.4     2.2   -38.9   3.68  228887.  1.31  -3.07   0.38   3.3   27.84  -18.55  -21.00   15.19   -1.14    1.34    35
1981  39  4 11  39  4 11 50 50   4   1 100   -357      1  0.01     55   12.28   -9.37    4.41    6.34    1.89    7.49    0.05    1.33   422.7  -422.0    -1.5   -24.3   3.59  161649.  1.28  -3.17   0.29   3.3   27.86  -18.52  -21.00   15.37   -1.05    0.95    37
1981  39  4 13  39  4 13 50 50   5   1   0   -329      2  0.02     48   12.24   -9.11    5.54    5.91    3.11    7.48    0.09    0.49   433.3  -431.2   -12.8   -40.8   4.03  105755.  1.51  -3.24   0.26   3.6   27.86  -18.52  -21.00   14.69   -0.68    1.27    37
1981  39  4 14  39  4 14 50 50   5   1  80   -330      0  0.02     60   12.30   -9.39    3.91    6.77    1.29    7.71    0.18    0.99   419.3  -418.2    -5.1   -29.2   4.39  154771.  1.54  -3.23   0.34   3.6   27.87  -18.51  -21.00   14.65   -0.87    1.04    39
1981  39  4 21  39  4 21 50 50   3   1 100   -349      4  0.02 999999   12.40  -10.48    3.05    5.71    0.90    6.41    0.12    0.86   366.1  -364.1    -3.2   -37.6   6.79  527791.  1.82  -2.35   1.21   3.8   27.90  -18.44  -21.00   14.46   -1.11    1.49    40
1981  39  4 22  39  4 22 50 50   4   1 100   -336      0  0.02     46   12.31  -10.27    3.88    5.49    1.76    6.49    0.12    0.46   405.6  -403.3    11.3   -41.7   3.23  137882.  1.06  -2.63   0.24   3.0   27.91  -18.43  -21.00   15.38   -1.49    1.58    39
1981  39  4 23  39  4 23 50 50   3   1 100   -325      3  0.02     49   12.38  -10.18    3.30    6.04    1.03    6.81    0.01    0.80   392.3  -391.0    13.7   -29.4   5.34  321158.  1.64  -2.67   0.65   3.7   27.91  -18.42  -21.00   14.95   -1.61    1.30    39
1981  39  4 24  39  4 24 50 50   3   1 100   -308      6  0.02     43   12.46  -10.17    2.75    6.54    0.35    7.09    0.17    0.52   392.3  -391.0    13.7   -29.4   5.34  321158.  1.64  -2.78   0.64   3.6   27.91  -18.42  -21.00   14.51   -1.71    1.39    40
1981  39  4 25  39  4 25 50 50   5   1 100   -290      2  0.02     41   12.69  -10.24    2.59    6.97    0.06    7.44    0.11    0.64   429.6  -424.5    26.7   -60.5   3.95  114229.  1.46  -3.20   0.25   3.4   27.92  -18.42  -21.01   14.85   -1.92    2.01    42
1981  39  4 27  39  4 27 50 50   5   1 100   -307      2  0.02     66   12.15  -10.29    3.32    5.44    1.28    6.24    0.09    0.47   410.5  -408.2    10.7   -42.2   2.69  134959.  0.91  -2.56   0.20   2.8   27.92  -18.40  -21.01   16.36   -1.76    1.61    43
1981  39  4 28  39  4 28 50 50   4   1 100   -298      2  0.02     51   12.24  -10.12    3.06    5.90    0.88    6.59    0.08    0.71   390.7  -388.9    21.1   -30.7   3.77  181764.  1.15  -2.57   0.32   3.1   27.93  -18.39  -21.01   15.67   -2.02    1.25    45
1981  39  4 53  39  4 53 50 50   3   1  67   -120      4  0.02     44   12.37   -9.22    5.93    5.58    3.86    7.17    0.10    0.37   412.6  -410.3     9.3   -42.4   4.30  205059.  1.46  -2.96   0.39   3.5   28.03  -18.17  -21.02   14.83   -1.39    1.52    38
1981  39  4 54  39  4 54 50 50   5   2  80   -114      5  0.00     54   12.64   -9.36    6.02    5.82    3.88    7.42    0.10    0.25   421.9  -420.3     2.9   -36.0   3.95  202253.  1.41  -3.13   0.34   3.3   28.03  -18.16  -21.02   15.06   -1.22    1.36    38
1981  39  4 55  39  4 55 50 50   5   1 100   -134      3  0.01     79   12.44   -8.99    6.20    5.87    4.04    7.52    0.10    0.37   438.1  -436.3    -8.4   -38.9   3.05  109425.  1.17  -3.29   0.19   3.1   28.04  -18.15  -21.02   15.60   -0.85    1.46    37
1981  39  6  4  39  6  4 50 50   5   1 100   -362      5  0.01     65   12.03   -9.80    6.65    1.70    6.00    3.33    0.07    0.51   351.3  -350.9   -12.9   -12.3   9.45  218501.  2.33  -1.17   0.94   4.5   28.37  -17.45  -21.04   13.64   -0.72    0.46    38
1981  39  6  6  39  6  6 50 50   4   1  75   -375      4  0.01     62   12.04   -9.73    6.87    1.43    6.29    3.11    0.11    0.65   346.5  -346.2   -12.7     4.2  10.93  230772.  2.62  -1.08   1.13   4.8   28.37  -17.43  -21.04   13.15   -0.66   -0.10    40
